carat,cut,color,clarity,depth,table,x,y,z,price
0.47,Ideal,E,VVS2,62.0,55.0,4.97,5.0,3.09,1883
0.9,Very Good,D,SI2,63.2,57.0,6.08,6.1,3.85,3818
0.34,Ideal,D,VS2,60.8,57.0,4.52,4.5,2.74,1033
0.7,Ideal,H,VS1,61.2,55.0,5.71,5.76,3.51,3185
0.71,Premium,H,VS2,62.2,59.0,5.68,5.64,3.52,2352
0.53,Ideal,I,VS2,62.1,54.0,5.2,5.24,3.24,1046
0.59,Good,E,SI2,57.4,62.0,5.53,5.49,3.16,1327
0.77,Premium,E,SI2,58.2,60.0,6.01,5.95,3.48,2360
0.59,Very Good,G,VS2,61.1,57.0,5.4,5.43,3.31,1664
0.39,Ideal,E,VS1,62.7,53.6,4.67,4.69,2.93,1004
0.31,Ideal,H,VS1,62.1,54.0,4.37,4.3,2.69,698
1.26,Ideal,G,SI1,59.6,57.0,7.08,7.04,4.21,6738
0.51,Premium,G,VS2,62.7,58.0,5.12,5.09,3.2,1546
1.06,Ideal,G,SI2,62.2,57.0,6.51,6.49,4.04,4467
0.34,Premium,G,VS2,61.2,59.0,4.49,4.43,2.73,765
0.34,Ideal,G,VVS1,61.9,54.0,4.49,4.52,2.79,863
1.1,Premium,E,SI2,60.0,60.0,6.7,6.73,4.03,4201
1.56,Ideal,G,SI1,61.2,56.0,7.51,7.49,4.59,11628
0.41,Ideal,D,VVS2,62.3,55.0,4.77,4.76,2.97,1356
0.4,Premium,J,IF,62.2,61.0,4.71,4.68,2.92,1063
2.03,Premium,J,SI2,60.9,60.0,8.21,8.1,4.97,12078
1.51,Very Good,I,VS2,61.6,57.0,7.28,7.34,4.5,9185
0.5,Very Good,F,SI2,63.1,60.0,5.0,5.04,3.17,1020
0.71,Ideal,E,VS2,60.3,56.0,5.8,5.84,3.51,3217
0.38,Premium,F,VS1,62.7,57.0,4.71,4.64,2.93,1101
1.82,Ideal,F,SI1,61.8,58.0,7.8,7.84,4.83,15802
0.31,Premium,D,SI1,62.2,52.0,4.37,4.34,2.71,732
0.56,Good,F,VS1,59.1,62.0,5.36,5.42,3.19,1712
1.0,Premium,F,I1,62.4,59.0,6.38,6.34,3.97,3405
1.52,Premium,H,VS2,61.1,61.0,7.4,7.36,4.51,8825
0.51,Very Good,H,VVS2,62.2,61.0,5.06,5.1,3.16,1577
1.72,Premium,H,SI2,62.3,58.0,7.71,7.6,4.77,10869
1.0,Premium,G,VS2,63.0,59.0,6.4,6.36,4.02,5806
0.4,Ideal,H,VVS1,62.2,55.0,4.7,4.75,2.94,1017
0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,1087
0.23,Very Good,E,VVS1,61.9,58.0,3.94,3.98,2.45,472
0.9,Very Good,G,VVS2,59.8,60.0,6.23,6.28,3.74,5102
0.42,Ideal,I,IF,62.1,54.0,4.82,4.84,3.0,961
0.56,Premium,E,VS1,62.6,58.0,5.28,5.23,3.29,2032
0.7,Ideal,G,VS1,61.5,56.0,5.7,5.75,3.52,3065
0.32,Ideal,H,IF,61.6,54.0,4.41,4.49,2.74,814
0.38,Very Good,F,VVS1,61.7,56.0,4.63,4.66,2.86,1087
1.04,Ideal,G,VS2,62.5,57.0,6.45,6.54,4.06,6012
0.42,Premium,F,VVS1,60.5,58.0,4.81,4.84,2.92,1326
1.5,Good,J,VS2,59.6,60.0,7.31,7.38,4.38,7368
1.09,Ideal,E,VS2,60.6,58.0,6.66,6.7,4.05,7796
1.52,Very Good,F,VS1,63.4,60.0,7.3,7.25,4.61,16670
1.51,Ideal,F,SI1,63.0,57.0,7.29,7.25,4.58,11035
1.02,Good,E,SI2,64.2,59.0,6.26,6.2,4.0,4414
0.41,Ideal,F,VS1,62.0,57.0,4.73,4.76,2.94,1007
0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,816
0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62,1826
0.8,Ideal,I,VVS1,61.7,56.0,5.98,5.92,3.67,3181
1.2,Premium,H,VS1,61.7,59.0,6.78,6.74,4.17,4838
0.3,Ideal,F,SI1,61.9,57.0,4.31,4.35,2.68,475
0.91,Very Good,E,SI2,58.6,63.0,6.32,6.38,3.72,3015
0.41,Ideal,D,SI1,63.0,56.0,4.8,4.75,3.01,920
1.03,Very Good,G,SI2,63.0,60.0,6.35,6.39,4.01,3755
0.71,Very Good,G,VS2,62.1,58.0,5.69,5.77,3.56,2649
0.4,Premium,E,VS2,62.2,59.0,4.74,4.71,2.94,975
0.3,Good,G,VVS1,63.4,56.0,4.27,4.31,2.72,789
0.28,Very Good,F,VS1,61.0,59.0,4.18,4.24,2.57,487
0.71,Premium,H,VS2,60.9,58.0,5.72,5.77,3.5,2363
0.72,Ideal,F,VS1,61.3,56.0,5.74,5.78,3.54,3759
0.71,Ideal,G,SI2,61.1,56.0,5.75,5.77,3.52,2264
0.91,Very Good,E,VS2,58.4,63.0,6.31,6.32,3.69,4823
1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,10238
0.56,Premium,F,SI2,59.1,58.0,5.44,5.38,3.2,1225
0.71,Premium,F,VVS1,60.9,58.0,5.76,5.8,3.52,3604
0.36,Premium,D,SI2,61.5,60.0,4.6,4.54,2.81,689
1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,5531
0.71,Ideal,H,VS2,61.4,57.0,5.71,5.75,3.52,2522
0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,743
0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,802
1.01,Premium,H,VS2,62.3,58.0,6.45,6.36,3.99,4412
0.34,Very Good,E,VS2,62.7,56.0,4.48,4.51,2.82,696
0.3,Ideal,G,VVS2,62.2,54.0,4.29,4.33,2.68,638
1.31,Very Good,G,SI2,63.4,58.0,6.91,6.8,4.35,4714
0.25,Very Good,E,VVS2,61.1,61.0,4.03,4.06,2.47,533
0.87,Premium,J,SI1,61.4,57.0,6.17,6.14,3.78,2321
0.97,Premium,F,SI1,59.9,59.0,6.39,6.36,3.82,4726
0.32,Ideal,H,VVS1,61.4,55.0,4.4,4.46,2.72,698
0.4,Ideal,G,VVS2,62.4,56.0,4.74,4.72,2.95,1050
1.08,Ideal,H,SI2,60.4,57.0,6.68,6.63,4.02,4536
0.71,Very Good,H,SI1,62.5,63.0,5.66,5.63,3.53,1986
1.7,Ideal,I,VS2,61.7,56.0,7.72,7.64,4.74,11360
1.0,Very Good,H,SI1,62.4,58.0,6.37,6.42,3.99,4574
0.3,Very Good,F,VS2,62.8,56.0,4.29,4.31,2.7,605
1.03,Premium,G,SI2,63.0,60.0,6.39,6.35,4.01,3824
1.01,Ideal,G,VS1,62.1,54.0,6.41,6.43,3.99,7262
1.11,Premium,F,VS2,62.7,59.0,6.58,6.62,4.14,6863
0.41,Ideal,F,VVS2,61.9,55.0,4.79,4.78,2.96,1192
1.12,Premium,I,VS2,62.4,58.0,6.63,6.59,4.13,4321
1.04,Very Good,H,SI1,63.2,57.0,6.45,6.4,4.06,4310
0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,1424
0.32,Ideal,E,VVS1,61.6,56.0,4.43,4.37,2.71,1061
0.51,Ideal,D,VS1,62.5,57.0,5.08,5.13,3.19,1779
0.7,Ideal,G,VVS2,60.3,57.0,5.75,5.83,3.49,3191
0.33,Premium,I,VS2,61.1,59.0,4.4,4.44,2.7,463
1.01,Very Good,J,SI2,62.2,58.0,6.37,6.4,3.97,3905
0.47,Ideal,I,VVS1,61.6,55.0,4.99,5.01,3.08,1365
0.32,Very Good,I,VS1,59.8,60.0,4.44,4.46,2.66,505
0.7,Ideal,F,VVS1,61.0,56.0,5.72,5.75,3.5,4951
0.53,Ideal,H,VS2,61.7,56.0,5.17,5.21,3.2,1435
0.5,Ideal,E,VS2,62.9,55.0,5.11,5.07,3.2,1676
0.52,Very Good,D,SI1,63.3,58.0,5.15,5.12,3.25,1605
0.4,Very Good,E,VVS2,62.4,58.0,4.7,4.76,2.95,1017
1.3,Good,J,VS2,63.6,59.0,6.9,6.87,4.38,5269
0.33,Ideal,H,SI1,60.9,56.0,4.5,4.53,2.75,511
0.39,Ideal,G,VVS1,61.8,54.4,4.69,4.73,2.92,1008
0.3,Premium,D,VS1,61.2,59.0,4.34,4.29,2.64,732
1.0,Premium,H,SI1,62.8,58.0,6.38,6.36,4.0,4816
0.7,Very Good,F,SI1,62.4,58.0,5.64,5.7,3.54,2382
1.97,Premium,F,SI2,61.1,58.0,8.05,8.11,4.94,14410
0.84,Good,E,SI1,61.9,61.0,6.03,6.05,3.74,3577
2.0,Ideal,I,VS1,62.0,57.0,8.04,7.99,4.97,17889
1.01,Very Good,F,SI1,59.7,61.0,6.49,6.55,3.89,4899
1.13,Premium,H,SI2,59.4,58.0,6.8,6.74,4.02,4430
1.0,Ideal,G,VS1,62.7,54.0,6.37,6.42,4.01,6349
1.27,Premium,F,SI2,61.0,61.0,7.01,6.95,4.26,5428
0.32,Ideal,F,VS1,61.3,55.0,4.4,4.44,2.71,725
1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,2846
0.27,Ideal,G,VS2,61.6,54.0,4.17,4.2,2.58,490
1.02,Premium,F,SI2,61.0,58.0,6.49,6.52,3.97,4043
0.53,Premium,D,VS1,62.4,61.0,5.25,5.14,3.24,1940
1.61,Premium,J,VS2,61.7,59.0,7.51,7.46,4.62,7844
0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1365
0.7,Very Good,G,SI1,62.8,58.0,5.64,5.69,3.56,2209
2.55,Premium,I,SI2,62.9,58.0,8.7,8.59,5.44,14351
1.03,Premium,E,SI2,61.7,61.0,6.49,6.45,3.99,3876
0.72,Ideal,F,SI2,62.1,57.0,5.72,5.75,3.56,2241
0.52,Ideal,E,VS2,61.3,56.0,5.17,5.21,3.18,1621
0.63,Very Good,F,VS1,59.2,57.0,5.56,5.66,3.32,2149
1.35,Premium,H,VS1,62.3,58.0,7.1,7.05,4.41,8543
0.7,Premium,E,VS2,59.3,60.0,5.78,5.73,3.41,2818
0.31,Premium,E,VS2,62.7,58.0,4.31,4.33,2.71,680
0.34,Premium,E,SI2,61.5,58.0,4.49,4.52,2.77,477
0.28,Very Good,E,VS1,59.5,59.0,4.29,4.35,2.57,487
0.7,Good,H,SI1,65.4,59.0,5.46,5.52,3.59,1840
0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1625
0.4,Very Good,E,IF,62.9,58.0,4.68,4.77,2.97,1207
1.56,Premium,G,VS2,61.9,58.0,7.44,7.4,4.59,13299
1.7,Very Good,J,VS1,62.9,58.0,7.54,7.67,4.79,10165
0.41,Good,F,SI1,63.7,58.0,4.74,4.71,3.01,904
0.36,Ideal,D,VS1,61.1,56.0,4.6,4.63,2.82,1095
0.3,Very Good,E,VS2,62.4,57.0,4.24,4.29,2.66,658
0.32,Very Good,G,SI1,62.0,55.0,4.41,4.43,2.74,477
0.3,Premium,E,SI2,62.7,59.0,4.26,4.22,2.66,540
1.01,Very Good,G,VS2,59.1,58.0,6.56,6.63,3.9,5919
0.31,Ideal,E,VS1,61.1,54.0,4.37,4.4,2.68,692
0.57,Very Good,F,VS2,62.0,54.0,5.31,5.34,3.3,1637
0.76,Premium,H,SI1,60.0,60.0,5.8,5.76,3.76,2425
0.31,Ideal,G,VVS1,62.2,55.0,4.33,4.38,2.71,789
2.01,Good,H,SI2,63.7,59.0,7.89,7.84,5.01,12423
0.57,Ideal,I,VS1,62.2,55.0,5.28,5.33,3.3,1448
0.42,Very Good,H,SI1,62.9,57.0,4.76,4.84,3.02,700
0.52,Good,F,VS1,58.6,63.0,5.27,5.34,3.11,1594
1.36,Good,E,SI2,58.0,64.0,7.26,7.19,4.19,6397
0.78,Ideal,E,SI2,60.8,56.0,5.98,5.92,3.62,2340
1.5,Fair,H,SI1,65.0,57.0,7.1,7.06,4.6,6838
0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1080
0.51,Premium,F,VS2,60.1,59.0,5.2,5.18,3.12,1574
0.9,Good,G,I1,63.6,61.0,6.03,6.07,3.85,2226
0.57,Very Good,I,VS2,62.2,55.0,5.33,5.34,3.32,1267
1.01,Ideal,H,VS2,61.9,57.0,6.42,6.48,3.99,5028
0.51,Ideal,G,VS1,61.3,55.7,5.15,5.18,3.16,1595
1.02,Good,H,SI2,61.4,60.0,6.44,6.49,3.97,4521
1.02,Very Good,F,SI2,62.0,59.0,6.33,6.42,3.95,4162
0.43,Premium,G,VS2,60.8,59.0,4.91,4.86,2.97,1113
0.7,Premium,D,SI2,59.8,59.0,5.75,5.72,3.43,1806
1.52,Fair,H,SI1,64.6,55.0,7.24,7.19,4.66,7433
0.52,Premium,E,SI2,61.8,54.0,5.18,5.15,3.19,1229
0.29,Very Good,E,VS1,61.8,59.0,4.21,4.27,2.62,504
0.41,Premium,H,SI1,62.0,59.0,4.78,4.8,2.97,683
0.4,Good,I,SI1,63.9,57.0,4.66,4.7,2.99,596
0.34,Premium,H,SI1,62.1,59.0,4.46,4.5,2.78,477
0.51,Premium,D,SI1,62.3,61.0,5.11,5.07,3.17,1574
1.24,Ideal,G,VS2,62.0,57.0,6.87,6.84,4.25,9188
0.37,Ideal,D,VVS2,62.4,56.0,4.56,4.64,2.87,857
0.73,Very Good,G,SI1,58.8,61.0,5.87,5.93,3.47,2564
1.02,Premium,F,VS1,61.9,58.0,6.5,6.45,4.01,7485
1.02,Very Good,G,VS2,63.4,59.0,6.32,6.3,4.0,6169
1.55,Ideal,J,VS2,61.7,55.0,7.38,7.43,4.58,8088
0.3,Good,G,VVS1,63.3,55.0,4.26,4.3,2.71,789
1.02,Premium,I,VS2,61.1,59.0,6.4,6.37,3.9,3713
0.38,Ideal,G,VVS2,61.3,56.4,4.67,4.71,2.88,929
1.56,Ideal,G,VVS2,62.5,55.0,7.39,7.45,4.64,15609
0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,3360
0.61,Ideal,G,VS1,61.8,56.0,5.43,5.48,3.37,2041
0.58,Ideal,F,VVS2,62.2,56.0,5.32,5.35,3.32,2509
0.32,Ideal,G,IF,60.5,57.0,4.44,4.42,2.68,1020
0.31,Good,E,IF,64.2,60.0,4.28,4.22,2.73,1052
1.1,Ideal,G,VS1,61.5,57.0,6.65,6.62,4.08,7111
1.02,Ideal,G,VS1,62.2,57.0,6.47,6.43,4.01,6683
0.9,Good,G,VS1,63.6,58.0,6.09,6.12,3.88,4540
1.11,Premium,H,SI1,61.5,59.0,6.69,6.64,4.1,5315
0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,2732
0.3,Very Good,G,VS1,60.8,56.0,4.35,4.37,2.65,585
1.02,Fair,D,SI2,65.5,60.0,6.27,6.24,4.1,4381
0.24,Very Good,D,VVS2,59.5,62.0,4.04,4.06,2.41,521
2.01,Very Good,J,SI1,59.3,62.0,8.15,8.2,4.85,12257
1.01,Premium,F,SI2,61.6,58.0,6.45,6.4,3.96,4497
1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,9146
2.0,Good,J,SI1,64.2,61.0,7.72,7.69,4.95,11988
0.51,Ideal,H,VVS1,61.8,55.0,5.15,5.18,3.19,1776
1.02,Ideal,G,VS1,62.0,55.0,6.4,6.53,4.01,6968
0.72,Very Good,E,VVS1,61.2,57.0,5.73,5.78,3.53,4847
0.5,Very Good,F,VVS2,61.9,56.0,5.09,5.12,3.16,2003
1.0,Premium,G,VVS2,62.8,57.0,6.38,6.29,3.98,6209
0.7,Very Good,E,VS1,63.4,60.0,5.63,5.66,3.58,3068
0.55,Ideal,F,VS2,61.1,57.0,5.3,5.27,3.23,1819
2.03,Good,I,SI1,62.7,61.0,8.04,7.93,5.01,15339
1.02,Ideal,G,VS2,62.6,58.0,6.43,6.39,4.01,5915
1.07,Ideal,G,IF,61.5,57.0,6.54,6.59,4.04,9361
1.51,Ideal,F,SI1,62.5,57.0,7.27,7.32,4.56,10693
0.7,Very Good,I,VS1,61.4,57.0,5.72,5.74,3.52,2294
0.38,Ideal,E,VS2,60.1,56.0,4.72,4.69,2.83,1112
0.3,Ideal,E,VVS1,61.8,56.0,4.31,4.3,2.66,956
0.28,Ideal,G,VVS1,61.8,55.0,4.19,4.23,2.6,650
0.33,Ideal,J,SI1,61.1,56.0,4.49,4.55,2.76,403
0.57,Ideal,H,SI1,62.1,57.0,5.32,5.3,3.3,1247
0.79,Very Good,G,SI1,60.6,57.0,5.98,6.06,3.65,2793
0.26,Ideal,E,VS1,61.8,55.0,4.13,4.09,2.54,580
1.14,Very Good,F,I1,61.3,55.8,6.74,6.76,4.13,4050
1.5,Premium,E,VS2,60.7,60.0,7.41,7.32,4.47,14386
1.26,Premium,D,VVS2,60.5,58.0,6.99,7.03,4.24,14663
0.32,Premium,I,IF,61.9,59.0,4.39,4.37,2.71,864
0.54,Ideal,E,SI2,62.1,56.0,5.18,5.22,3.23,1163
0.43,Very Good,H,VS2,63.4,55.0,4.82,4.86,3.07,994
0.38,Premium,G,SI1,60.0,60.0,4.72,4.65,2.81,855
0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6,3343
0.5,Fair,F,SI2,65.5,54.0,5.06,4.92,3.25,1031
0.9,Ideal,H,VS1,61.2,57.0,6.28,6.24,3.83,4064
0.91,Premium,G,SI2,60.4,61.0,6.28,6.21,3.77,3376
2.0,Ideal,I,VS1,62.3,56.0,8.08,8.03,5.02,12907
1.73,Premium,J,SI1,60.7,58.0,7.78,7.73,4.71,9271
0.32,Ideal,F,IF,61.2,57.0,4.4,4.42,2.7,949
1.0,Ideal,H,SI2,61.4,56.0,6.46,6.41,3.95,4312
1.01,Fair,D,SI2,64.6,62.0,6.26,6.21,4.03,4538
1.07,Ideal,J,SI1,62.4,56.0,6.52,6.56,4.08,4422
1.01,Premium,G,VVS2,58.5,59.0,6.66,6.6,3.88,6670
0.32,Very Good,H,SI1,62.6,55.0,4.37,4.38,2.74,461
1.2,Fair,F,I1,64.6,56.0,6.73,6.66,4.33,2809
1.57,Very Good,J,SI2,62.1,60.0,7.37,7.41,4.59,6702
1.23,Premium,F,VVS2,58.5,59.0,7.07,6.98,4.11,10844
1.01,Premium,G,SI1,61.0,59.0,6.45,6.51,3.95,4785
1.2,Ideal,H,VS2,60.8,55.0,6.9,6.85,4.18,7190
0.9,Premium,E,SI2,62.2,60.0,6.19,6.15,3.84,3599
0.3,Ideal,E,VVS2,60.8,56.0,4.35,4.37,2.65,949
0.72,Ideal,F,SI2,62.0,57.0,5.68,5.64,3.51,1743
1.76,Premium,G,VS2,61.5,58.0,7.78,7.74,4.77,16879
1.08,Ideal,F,VS2,62.3,54.0,6.6,6.56,4.1,7917
0.35,Premium,D,SI1,61.5,58.0,4.55,4.53,2.79,772
1.24,Ideal,H,SI2,62.0,56.0,6.87,6.9,4.27,5797
2.01,Premium,J,VS2,58.6,61.0,8.18,8.14,4.78,10401
0.5,Premium,F,VS2,61.7,60.0,5.06,5.02,3.11,1323
0.57,Premium,E,VVS2,60.0,61.0,5.44,5.36,3.24,2507
0.54,Good,F,VS2,60.6,61.0,5.22,5.3,3.19,1563
1.23,Ideal,J,VS2,61.7,57.0,6.87,6.8,4.22,5763
0.31,Good,H,VVS2,63.7,55.0,4.28,4.32,2.74,625
0.29,Very Good,D,SI2,59.7,56.0,4.37,4.4,2.62,705
0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,666
0.31,Ideal,E,IF,61.0,57.0,4.36,4.39,2.67,1319
0.55,Ideal,G,VS2,61.8,58.0,5.23,5.26,3.24,1659
1.07,Ideal,F,VVS2,60.3,55.0,6.65,6.68,4.02,10093
1.01,Good,F,VS2,61.7,58.0,6.3,6.34,3.9,6288
1.05,Premium,G,I1,61.7,59.0,6.58,6.47,4.02,2378
0.32,Ideal,G,SI2,61.3,56.0,4.44,4.47,2.73,407
0.91,Very Good,E,SI2,62.8,59.0,6.1,6.16,3.85,3876
0.7,Fair,F,SI1,65.9,59.0,5.53,5.49,3.63,2167
0.9,Fair,D,SI1,64.8,59.0,6.1,6.03,3.93,3689
1.55,Ideal,I,VVS2,61.3,59.0,7.41,7.46,4.56,11430
0.32,Ideal,E,VVS2,62.4,56.0,4.43,4.39,2.75,1109
0.24,Very Good,F,VVS2,61.9,56.0,4.0,4.02,2.48,538
1.01,Ideal,G,SI1,62.3,56.0,6.42,6.38,3.99,5006
1.01,Very Good,F,VS2,58.5,60.0,6.52,6.54,3.82,6037
1.01,Fair,D,SI1,62.6,57.0,6.14,6.22,3.87,5628
0.8,Fair,G,SI2,64.6,55.0,5.86,5.75,3.75,2318
0.3,Ideal,E,VS1,62.5,56.0,4.27,4.31,2.68,694
0.7,Good,J,SI2,61.6,57.2,5.65,5.68,3.49,1699
1.01,Ideal,G,SI1,62.7,57.0,6.3,6.34,3.96,5555
2.01,Very Good,G,SI1,63.2,56.0,8.04,7.96,5.06,16742
0.32,Premium,I,VS1,59.8,60.0,4.46,4.44,2.66,648
0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,2398
2.03,Very Good,H,SI1,63.0,60.0,8.0,7.93,5.02,18781
0.41,Ideal,G,SI1,61.1,56.0,4.82,4.84,2.95,964
0.31,Premium,I,VVS2,61.6,59.0,4.33,4.31,2.66,698
0.9,Good,E,SI1,63.9,55.0,6.08,6.13,3.9,4463
0.54,Ideal,G,VS1,61.6,56.0,5.24,5.28,3.24,1957
0.41,Very Good,D,VVS1,62.7,56.0,4.74,4.77,2.98,1349
0.51,Ideal,E,VS2,60.9,56.0,5.2,5.15,3.15,1781
1.65,Ideal,G,VS2,60.8,56.0,7.65,7.7,4.67,14456
0.32,Very Good,G,VVS2,61.5,54.0,4.4,4.42,2.71,672
1.7,Ideal,I,VS1,61.9,55.0,7.65,7.72,4.75,12996
0.53,Ideal,F,VS2,62.3,55.0,5.2,5.17,3.23,1683
0.34,Premium,F,VS2,61.2,59.0,4.53,4.49,2.76,880
0.77,Very Good,G,SI1,63.6,57.0,5.79,5.88,3.71,2915
0.42,Ideal,H,VVS1,61.3,56.0,4.83,4.86,2.97,1625
0.52,Premium,D,SI1,61.4,58.0,5.19,5.16,3.18,1720
0.71,Very Good,E,SI1,63.5,57.0,5.63,5.68,3.59,2685
0.71,Ideal,F,VS1,62.6,55.0,5.71,5.67,3.56,2920
0.34,Ideal,E,VVS1,61.4,56.0,4.51,4.54,2.78,973
0.72,Very Good,J,SI1,62.7,56.0,5.66,5.72,3.57,1666
0.52,Ideal,G,VVS2,61.0,56.0,5.24,5.18,3.18,2012
1.55,Premium,J,SI1,62.5,58.0,7.36,7.4,4.61,7502
0.71,Premium,E,VS2,62.1,59.0,5.72,5.68,3.54,2735
0.39,Ideal,I,VS1,62.5,54.0,4.7,4.67,2.92,1047
0.9,Ideal,I,VS1,60.9,60.0,6.2,6.24,3.79,4492
0.32,Ideal,F,IF,61.2,57.0,4.44,4.45,2.72,958
1.04,Very Good,D,VS1,60.8,58.0,6.5,6.53,3.96,6915
0.64,Very Good,D,SI1,62.3,58.0,5.49,5.53,3.43,1969
0.3,Premium,J,VS1,62.4,58.0,4.3,4.26,2.67,506
0.4,Ideal,D,SI1,62.0,56.0,4.68,4.71,2.91,772
1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,9346
0.36,Ideal,D,SI1,61.9,55.7,4.57,4.59,2.84,713
1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,5250
0.55,Very Good,D,SI1,61.6,56.0,5.24,5.28,3.24,1580
0.56,Ideal,D,SI1,61.4,57.0,5.31,5.34,3.27,1723
0.74,Ideal,E,VS2,61.7,56.0,5.86,5.81,3.6,3315
0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,552
0.3,Very Good,J,VS1,63.4,55.0,4.3,4.25,2.71,506
0.3,Premium,D,VS2,60.7,60.0,4.37,4.33,2.64,911
2.0,Very Good,G,SI2,64.0,58.0,7.86,7.95,5.06,14074
1.25,Ideal,H,SI2,61.6,54.0,6.94,6.88,4.25,4900
2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,15751
0.9,Premium,E,SI2,61.3,60.0,6.17,6.23,3.8,3662
1.51,Ideal,D,SI1,62.3,56.0,7.3,7.4,4.58,12688
0.51,Very Good,G,VS2,62.9,54.0,5.08,5.12,3.21,1438
0.53,Ideal,H,SI1,62.6,56.0,5.28,5.1,3.25,1077
1.51,Premium,H,VS1,61.0,60.0,7.34,7.29,4.46,11263
0.34,Ideal,E,VS1,62.2,55.0,4.52,4.49,2.8,1033
1.13,Ideal,G,SI2,62.9,54.0,6.72,6.67,4.21,5164
1.01,Ideal,G,VS1,59.1,55.0,6.6,6.53,3.88,7059
0.5,Very Good,E,VS2,63.3,57.0,5.1,5.07,3.22,1606
0.33,Ideal,F,VVS2,60.9,56.0,4.47,4.5,2.73,974
0.72,Good,F,VS2,64.1,64.0,5.66,5.6,3.61,2589
1.0,Very Good,F,IF,63.2,63.0,6.26,6.24,3.95,10046
0.51,Very Good,E,SI1,60.8,55.0,5.17,5.2,3.15,1318
0.51,Ideal,G,SI1,61.5,55.5,5.13,5.19,3.17,1254
0.56,Ideal,E,VS1,61.8,55.0,5.28,5.33,3.28,2010
0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,4054
0.3,Premium,F,VS2,61.4,60.0,4.29,4.34,2.65,605
0.33,Premium,E,SI1,62.2,59.0,4.41,4.43,2.75,579
0.57,Fair,F,VS1,64.5,61.0,5.23,5.19,3.36,1788
1.01,Good,D,VS2,62.1,59.0,6.28,6.35,3.92,6998
1.21,Ideal,F,VS1,61.8,56.0,6.84,6.86,4.23,10504
0.32,Good,J,SI1,63.2,56.0,4.31,4.36,2.74,374
0.41,Premium,G,VVS2,62.2,58.0,4.82,4.76,2.98,1056
1.22,Premium,I,VS2,59.3,59.0,7.01,6.96,4.14,6156
0.41,Premium,J,VVS1,62.2,59.0,4.71,4.75,2.94,775
0.95,Very Good,D,SI1,63.7,55.0,6.2,6.24,3.96,5101
0.91,Premium,D,SI2,62.2,59.0,6.23,6.19,3.86,4051
1.1,Very Good,I,SI2,62.6,59.0,6.53,6.57,4.1,4192
1.16,Ideal,G,SI2,61.7,56.0,6.82,6.76,4.18,4710
1.21,Premium,G,SI2,59.1,55.0,7.04,6.98,4.14,5184
0.3,Good,D,SI1,63.1,56.0,4.24,4.28,2.69,515
0.41,Ideal,F,VVS1,61.8,57.0,4.75,4.79,2.95,1295
0.26,Very Good,E,VVS1,62.6,59.0,4.06,4.09,2.55,554
0.41,Ideal,G,IF,62.3,55.0,4.75,4.78,2.97,1367
0.6,Good,J,VS1,58.9,60.5,5.5,5.57,3.26,1306
0.37,Premium,F,SI1,62.3,59.0,4.61,4.57,2.86,791
1.01,Good,G,VS2,57.5,62.0,6.58,6.53,3.77,5701
1.21,Ideal,E,SI1,62.1,56.0,6.83,6.88,4.26,7955
1.21,Very Good,F,VS2,62.9,54.0,6.78,6.82,4.28,8403
0.7,Very Good,F,SI1,63.2,56.0,5.61,5.5,3.51,2100
0.5,Premium,E,VS2,62.0,58.0,5.07,5.09,3.15,1559
1.01,Premium,E,SI1,62.9,59.0,6.38,6.3,3.99,4853
0.42,Premium,G,VVS2,60.4,59.0,4.82,4.78,2.9,1103
0.85,Premium,D,SI2,58.5,60.0,6.23,6.21,3.64,3398
1.17,Ideal,I,SI1,60.0,59.0,6.82,6.87,4.11,5092
0.71,Fair,D,VS2,56.9,65.0,5.89,5.84,3.34,2858
0.53,Ideal,F,SI2,61.7,55.0,5.22,5.25,3.23,1421
1.08,Ideal,D,SI2,59.1,60.0,6.7,6.76,3.98,5177
